Latitude (decimal degrees):	48.777
Longitude (decimal degrees):	9.179
Elevation (m):	253
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	30.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230326:2210,0.0,0.0,0.0,5.27,3.66,0.0
20230326:2310,0.0,0.0,0.0,5.06,3.66,0.0
20230327:0010,0.0,0.0,0.0,4.8,3.79,0.0
20230327:0110,0.0,0.0,0.0,4.48,3.66,0.0
20230327:0210,0.0,0.0,0.0,4.1,4.21,0.0
20230327:0310,0.0,0.0,0.0,3.31,4.28,0.0
20230327:0410,0.0,0.0,0.0,2.33,4.28,0.0
20230327:0510,0.0,0.0,0.0,1.4,4.0,0.0
20230327:0610,1089.6,57.76,8.79,0.79,3.79,0.0
20230327:0710,4033.5,166.4,18.44,1.13,3.52,0.0
20230327:0810,10701.9,407.83,27.43,1.79,3.93,0.0
20230327:0910,21221.4,811.99,35.17,2.73,4.55,0.0
20230327:1010,21253.2,822.09,40.87,3.93,4.34,0.0
20230327:1110,18357.0,711.59,43.66,4.92,4.0,0.0
20230327:1210,25692.9,1017.36,42.98,4.76,3.93,0.0
20230327:1310,17801.4,688.65,38.97,5.25,4.07,0.0
20230327:1410,6337.2,253.46,32.39,5.75,4.0,0.0
20230327:1510,9585.9,374.59,24.09,5.88,3.93,0.0
20230327:1610,5278.5,223.48,14.79,5.24,3.66,0.0
20230327:1710,255.0,21.14,5.0,3.92,3.66,0.0
20230327:1810,0.0,0.0,0.0,2.76,3.03,0.0
20230327:1910,0.0,0.0,0.0,1.94,2.76,0.0
20230327:2010,0.0,0.0,0.0,1.29,2.41,0.0
20230327:2110,0.0,0.0,0.0,0.94,2.14,0.0
20230327:2210,0.0,0.0,0.0,0.46,2.14,0.0
20230327:2310,0.0,0.0,0.0,0.29,2.21,0.0
20230328:0010,0.0,0.0,0.0,0.06,2.28,0.0
20230328:0110,0.0,0.0,0.0,-0.19,2.21,0.0
20230328:0210,0.0,0.0,0.0,-0.7,2.07,0.0
20230328:0310,0.0,0.0,0.0,-1.17,1.86,0.0
20230328:0410,0.0,0.0,0.0,-1.76,1.72,0.0
20230328:0510,0.0,0.0,0.0,-2.45,1.59,0.0
20230328:0610,2556.9,130.48,9.14,-2.62,1.31,0.0
20230328:0710,9925.8,393.28,18.8,0.45,1.1,0.0
20230328:0810,14634.0,564.68,27.8,2.16,1.86,0.0
20230328:0910,14680.8,569.13,35.55,3.3,1.93,0.0
20230328:1010,19650.6,780.46,41.26,4.4,1.72,0.0
20230328:1110,24557.4,1007.84,44.06,5.61,1.66,0.0
20230328:1210,25662.6,1068.44,43.35,7.09,1.66,0.0
20230328:1310,22286.1,918.41,39.31,7.41,1.17,0.0
20230328:1410,18758.7,760.47,32.69,7.95,1.1,0.0
20230328:1510,12579.6,503.17,24.36,8.17,1.31,0.0
20230328:1610,6656.4,286.87,15.04,8.18,1.52,0.0
20230328:1710,550.2,50.48,5.25,7.55,1.52,0.0
20230328:1810,0.0,0.0,0.0,5.8,2.07,0.0
20230328:1910,0.0,0.0,0.0,5.68,2.07,0.0
20230328:2010,0.0,0.0,0.0,5.46,2.21,0.0
20230328:2110,0.0,0.0,0.0,5.3,2.14,0.0
20230328:2210,0.0,0.0,0.0,4.84,2.28,0.0
20230328:2310,0.0,0.0,0.0,4.11,2.0,0.0
20230329:0010,0.0,0.0,0.0,3.46,2.28,0.0
20230329:0110,0.0,0.0,0.0,3.68,2.21,0.0
20230329:0210,0.0,0.0,0.0,3.69,2.34,0.0
20230329:0310,0.0,0.0,0.0,4.1,2.41,0.0
20230329:0410,0.0,0.0,0.0,4.66,2.34,0.0
20230329:0510,0.0,0.0,0.0,4.9,2.21,0.0
20230329:0610,1009.2,54.73,9.48,5.16,2.21,0.0
20230329:0710,3024.3,132.1,19.15,6.44,2.07,0.0
20230329:0810,3165.6,138.43,28.17,8.7,2.14,0.0
20230329:0910,5912.7,243.54,35.93,9.96,2.28,0.0
20230329:1010,11621.7,465.79,41.66,10.47,2.07,0.0
20230329:1110,11705.7,471.49,44.45,10.97,1.86,0.0
20230329:1210,16110.3,651.73,43.72,12.2,2.55,0.0
20230329:1310,6123.9,255.07,39.64,13.56,3.17,0.0
20230329:1410,4023.0,174.95,32.98,14.86,3.79,0.0
20230329:1510,6904.5,286.1,24.63,15.21,3.93,0.0
20230329:1610,3625.2,163.63,15.29,14.71,2.83,0.0
20230329:1710,294.0,23.79,5.49,13.8,2.28,0.0
20230329:1810,0.0,0.0,0.0,12.51,2.34,0.0
20230329:1910,0.0,0.0,0.0,12.39,3.24,0.0
20230329:2010,0.0,0.0,0.0,12.5,3.93,0.0
20230329:2110,0.0,0.0,0.0,12.66,4.07,0.0
20230329:2210,0.0,0.0,0.0,12.81,4.21,0.0
20230329:2310,0.0,0.0,0.0,12.79,4.28,0.0
20230330:0010,0.0,0.0,0.0,12.86,4.41,0.0
20230330:0110,0.0,0.0,0.0,12.74,4.41,0.0
20230330:0210,0.0,0.0,0.0,12.8,4.28,0.0
20230330:0310,0.0,0.0,0.0,12.28,3.72,0.0
20230330:0410,0.0,0.0,0.0,11.88,3.31,0.0
20230330:0510,0.0,0.0,0.0,11.85,3.03,0.0
20230330:0610,117.9,13.78,9.83,11.76,2.69,0.0
20230330:0710,405.3,28.48,19.5,11.82,2.62,0.0
20230330:0810,1507.2,75.34,28.53,12.22,3.17,0.0
20230330:0910,1257.3,65.23,36.32,12.36,3.38,0.0
20230330:1010,4200.6,180.99,42.05,13.73,4.0,0.0
20230330:1110,3987.3,173.64,44.84,15.43,5.59,0.0
20230330:1210,6436.2,267.39,44.1,15.06,5.93,0.0
20230330:1310,10527.3,418.82,39.98,12.48,6.21,0.0
20230330:1410,12965.1,514.4,33.28,13.05,5.38,0.0
20230330:1510,6921.6,282.6,24.89,13.14,6.41,0.0
20230330:1610,6128.4,267.82,15.53,13.02,4.83,0.0
20230330:1710,552.0,43.09,5.73,12.76,4.07,0.0
20230330:1810,0.0,0.0,0.0,11.98,3.66,0.0
20230330:1910,0.0,0.0,0.0,10.97,3.03,0.0
20230330:2010,0.0,0.0,0.0,10.09,2.76,0.0
20230330:2110,0.0,0.0,0.0,9.45,2.62,0.0
20230330:2210,0.0,0.0,0.0,9.17,2.76,0.0
20230330:2310,0.0,0.0,0.0,9.37,2.83,0.0
20230331:0010,0.0,0.0,0.0,9.22,2.9,0.0
20230331:0110,0.0,0.0,0.0,9.02,2.9,0.0
20230331:0210,0.0,0.0,0.0,9.14,3.1,0.0
20230331:0310,0.0,0.0,0.0,9.15,2.83,0.0
20230331:0410,0.0,0.0,0.0,8.96,2.55,0.0
20230331:0510,0.0,0.0,0.0,8.54,2.62,0.0
20230331:0610,204.9,18.38,10.17,8.54,2.69,0.0
20230331:0710,1072.8,56.96,19.85,9.44,4.07,0.0
20230331:0810,16552.5,647.26,28.89,10.53,6.07,0.0
20230331:0910,18411.6,725.86,36.7,11.9,6.07,0.0
20230331:1010,24454.8,977.85,42.45,11.81,6.14,0.0
20230331:1110,5467.5,228.25,45.24,13.03,5.93,0.0
20230331:1210,26132.1,1043.97,44.46,11.84,7.1,0.0
20230331:1310,15713.4,619.43,40.31,12.48,6.62,0.0
20230331:1410,2940.9,130.46,33.57,10.61,4.9,0.0
20230331:1510,13658.1,538.85,25.15,11.39,6.21,0.0
20230331:1610,2982.9,134.02,15.78,10.74,4.9,0.0
20230331:1710,359.4,26.61,5.97,10.46,5.66,0.0
20230331:1810,0.0,0.0,0.0,9.67,5.24,0.0
20230331:1910,0.0,0.0,0.0,8.63,4.48,0.0
20230331:2010,0.0,0.0,0.0,8.33,4.55,0.0
20230331:2110,0.0,0.0,0.0,8.29,4.9,0.0
20230331:2210,0.0,0.0,0.0,7.96,5.03,0.0
20230331:2310,0.0,0.0,0.0,7.83,5.17,0.0
20230401:0010,0.0,0.0,0.0,7.71,5.1,0.0
20230401:0110,0.0,0.0,0.0,7.53,4.97,0.0
20230401:0210,0.0,0.0,0.0,7.32,4.9,0.0
20230401:0310,0.0,0.0,0.0,7.14,4.97,0.0
20230401:0410,0.0,0.0,0.0,6.78,4.83,0.0
20230401:0510,0.0,0.0,0.0,6.56,4.76,0.0
20230401:0610,1019.4,54.75,10.52,6.86,4.97,0.0
20230401:0710,1455.0,71.66,20.2,7.09,5.52,0.0
20230401:0810,2385.6,107.49,29.26,7.11,6.14,0.0
20230401:0910,8463.3,331.73,37.07,6.79,6.28,0.0
20230401:1010,5615.7,227.96,42.84,7.04,5.66,0.0
20230401:1110,10104.9,393.72,45.63,6.86,6.07,0.0
20230401:1210,8587.2,337.93,44.83,7.12,5.86,0.0
20230401:1310,10095.9,394.66,40.64,7.67,5.59,0.0
20230401:1410,9146.1,359.08,33.86,8.05,5.59,0.0
20230401:1510,4277.1,178.9,25.42,8.15,5.86,0.0
20230401:1610,1353.9,67.99,16.02,8.19,4.55,0.0
20230401:1710,569.7,38.2,6.21,8.27,3.79,0.0
20230401:1810,0.0,0.0,0.0,7.95,3.45,0.0
20230401:1910,0.0,0.0,0.0,7.51,3.24,0.0
20230401:2010,0.0,0.0,0.0,6.83,2.97,0.0
20230401:2110,0.0,0.0,0.0,6.78,2.97,0.0
20230401:2210,0.0,0.0,0.0,6.84,3.1,0.0
20230401:2310,0.0,0.0,0.0,6.79,2.97,0.0
20230402:0010,0.0,0.0,0.0,6.69,2.83,0.0
20230402:0110,0.0,0.0,0.0,6.57,2.55,0.0
20230402:0210,0.0,0.0,0.0,6.5,2.28,0.0
20230402:0310,0.0,0.0,0.0,6.42,2.07,0.0
20230402:0410,0.0,0.0,0.0,6.35,2.07,0.0
20230402:0510,0.0,0.0,0.0,6.21,1.86,0.0
20230402:0610,996.6,53.53,10.86,6.39,1.59,0.0
20230402:0710,2913.0,127.98,20.55,6.83,2.07,0.0
20230402:0810,2782.5,123.11,29.62,7.3,2.21,0.0
20230402:0910,3610.2,155.27,37.45,8.27,1.66,0.0
20230402:1010,3035.4,134.14,43.23,9.25,0.97,0.0
20230402:1110,2949.3,131.38,46.02,10.33,1.1,0.0
20230402:1210,3719.7,160.78,45.2,10.13,1.45,0.0
20230402:1310,3443.1,149.76,40.96,9.93,2.28,0.0
20230402:1410,1976.4,92.79,34.15,9.0,3.03,0.0
20230402:1510,2741.1,121.81,25.67,8.27,3.38,0.0
20230402:1610,2046.3,95.42,16.26,7.92,3.52,0.0
20230402:1710,651.0,42.37,6.44,7.22,3.1,0.0
20230402:1810,0.0,0.0,0.0,6.54,3.24,0.0
20230402:1910,0.0,0.0,0.0,5.87,3.52,0.0
20230402:2010,0.0,0.0,0.0,5.12,3.38,0.0
20230402:2110,0.0,0.0,0.0,4.4,3.24,0.0
20230402:2210,0.0,0.0,0.0,3.69,2.97,0.0
20230402:2310,0.0,0.0,0.0,3.12,2.83,0.0
20230403:0010,0.0,0.0,0.0,2.88,2.69,0.0
20230403:0110,0.0,0.0,0.0,2.55,2.9,0.0
20230403:0210,0.0,0.0,0.0,2.16,2.76,0.0
20230403:0310,0.0,0.0,0.0,1.93,2.69,0.0
20230403:0410,0.0,0.0,0.0,1.75,2.55,0.0
20230403:0510,0.0,0.0,0.0,1.49,2.48,0.0
20230403:0610,2360.1,112.84,11.2,1.71,2.34,0.0
20230403:0710,4304.1,176.72,20.9,2.19,3.59,0.0
20230403:0810,8076.3,313.68,29.98,2.87,3.86,0.0
20230403:0910,9093.3,352.73,37.83,3.64,3.79,0.0
20230403:1010,3354.6,142.41,43.62,3.88,3.72,0.0
20230403:1110,4076.1,169.05,46.41,3.86,3.72,0.0
20230403:1210,3291.0,140.57,45.56,4.85,3.93,0.0
20230403:1310,10469.7,406.85,41.29,5.21,3.86,0.0
20230403:1410,3210.6,137.81,34.44,5.22,3.79,0.0
20230403:1510,6637.5,264.32,25.93,5.3,3.79,0.0
20230403:1610,3661.5,157.33,16.51,5.25,3.79,0.0
20230403:1710,519.9,33.72,6.68,4.9,3.59,0.0
20230403:1810,0.0,0.0,0.0,4.25,3.17,0.0
20230403:1910,0.0,0.0,0.0,3.56,3.24,0.0
20230403:2010,0.0,0.0,0.0,3.08,3.24,0.0
20230403:2110,0.0,0.0,0.0,2.69,3.24,0.0
20230403:2210,0.0,0.0,0.0,2.12,3.24,0.0
20230403:2310,0.0,0.0,0.0,1.53,3.17,0.0
20230404:0010,0.0,0.0,0.0,0.81,3.03,0.0
20230404:0110,0.0,0.0,0.0,0.04,2.83,0.0
20230404:0210,0.0,0.0,0.0,-0.65,2.69,0.0
20230404:0310,0.0,0.0,0.0,-1.22,2.62,0.0
20230404:0410,0.0,0.0,0.0,-1.65,2.62,0.0
20230404:0510,0.0,1.72,1.67,-1.98,2.55,0.0
20230404:0610,3470.1,168.59,11.54,-1.64,2.21,0.0
20230404:0710,10960.8,425.35,21.24,-0.23,3.03,0.0
20230404:0810,17619.6,669.83,30.33,1.04,3.59,0.0
20230404:0910,21700.2,840.24,38.2,2.11,3.24,0.0
20230404:1010,25515.9,1011.45,44.01,3.21,3.17,0.0
20230404:1110,27674.4,1115.08,46.79,4.12,3.17,0.0
20230404:1210,27244.2,1098.8,45.92,4.97,3.24,0.0
20230404:1310,24891.0,992.98,41.61,5.53,3.31,0.0
20230404:1410,20192.1,791.07,34.72,5.72,3.31,0.0
20230404:1510,14288.1,557.17,26.19,5.58,3.24,0.0
20230404:1610,6477.3,271.99,16.75,5.14,3.1,0.0
20230404:1710,921.0,67.07,6.91,4.44,2.69,0.0
20230404:1810,0.0,0.0,0.0,3.42,2.07,0.0
20230404:1910,0.0,0.0,0.0,2.09,1.86,0.0
20230404:2010,0.0,0.0,0.0,1.1,1.79,0.0
20230404:2110,0.0,0.0,0.0,0.21,1.66,0.0
20230404:2210,0.0,0.0,0.0,-0.77,1.59,0.0
20230404:2310,0.0,0.0,0.0,-1.53,1.45,0.0
20230405:0010,0.0,0.0,0.0,-1.64,1.24,0.0
20230405:0110,0.0,0.0,0.0,-1.31,1.03,0.0
20230405:0210,0.0,0.0,0.0,-1.28,0.97,0.0
20230405:0310,0.0,0.0,0.0,-1.44,0.97,0.0
20230405:0410,0.0,0.0,0.0,-1.03,0.83,0.0
20230405:0510,0.0,2.58,2.01,-1.17,0.83,0.0
20230405:0610,3448.2,167.1,11.87,-0.73,0.55,0.0
20230405:0710,10543.8,417.84,21.58,0.88,0.62,0.0
20230405:0810,16796.4,661.48,30.69,2.63,0.83,0.0
20230405:0910,21684.9,868.3,38.57,4.07,1.52,0.0
20230405:1010,25019.4,1027.98,44.4,4.95,1.52,0.0
20230405:1110,25577.1,1066.46,47.18,5.79,1.31,0.0
20230405:1210,25496.4,1071.31,46.28,6.39,1.1,0.0
20230405:1310,22845.9,951.18,41.93,7.07,0.83,0.0
20230405:1410,19165.2,777.91,35.0,7.22,0.97,0.0
20230405:1510,14066.7,561.47,26.45,7.05,1.31,0.0
20230405:1610,6894.3,293.5,16.99,6.32,1.66,0.0
20230405:1710,936.9,68.16,7.15,5.4,1.72,0.0
20230405:1810,0.0,0.0,0.0,3.98,1.79,0.0
20230405:1910,0.0,0.0,0.0,3.85,1.59,0.0
20230405:2010,0.0,0.0,0.0,2.9,0.83,0.0
20230405:2110,0.0,0.0,0.0,2.6,0.76,0.0
20230405:2210,0.0,0.0,0.0,-0.4,1.66,0.0
20230405:2310,0.0,0.0,0.0,-1.75,1.59,0.0
20230406:0010,0.0,0.0,0.0,-2.26,1.45,0.0
20230406:0110,0.0,0.0,0.0,-2.66,1.45,0.0
20230406:0210,0.0,0.0,0.0,-2.9,1.45,0.0
20230406:0310,0.0,0.0,0.0,-2.89,1.45,0.0
20230406:0410,0.0,0.0,0.0,-2.92,1.52,0.0
20230406:0510,0.0,2.58,2.34,-2.91,1.45,0.0
20230406:0610,3314.1,156.74,12.21,-1.42,1.1,0.0
20230406:0710,10234.2,407.23,21.92,2.5,0.9,0.0
20230406:0810,16338.3,651.58,31.04,5.71,0.9,0.0
20230406:0910,21056.4,865.52,38.94,7.59,0.97,0.0
20230406:1010,23855.4,1004.86,44.78,8.68,1.03,0.0
20230406:1110,24766.2,1054.38,47.56,9.49,1.1,0.0
20230406:1210,24186.6,1027.31,46.64,10.19,1.17,0.0
20230406:1310,22018.8,921.52,42.25,10.69,1.24,0.0
20230406:1410,7929.6,322.71,35.28,10.45,1.24,0.0
20230406:1510,8611.2,349.49,26.7,10.57,1.45,0.0
20230406:1610,3451.8,152.92,17.22,10.0,0.83,0.0
20230406:1710,867.6,53.78,7.38,9.12,0.62,0.0
20230406:1810,0.0,0.0,0.0,7.63,1.24,0.0
20230406:1910,0.0,0.0,0.0,6.73,1.79,0.0
20230406:2010,0.0,0.0,0.0,5.76,1.72,0.0
20230406:2110,0.0,0.0,0.0,4.97,1.24,0.0
20230406:2210,0.0,0.0,0.0,4.2,1.59,0.0
20230406:2310,0.0,0.0,0.0,3.8,1.79,0.0
20230407:0010,0.0,0.0,0.0,3.66,2.0,0.0
20230407:0110,0.0,0.0,0.0,3.61,2.07,0.0
20230407:0210,0.0,0.0,0.0,3.67,2.07,0.0
20230407:0310,0.0,0.0,0.0,3.72,2.0,0.0
20230407:0410,0.0,0.0,0.0,3.49,1.86,0.0
20230407:0510,5.4,6.03,2.67,3.39,1.66,0.0
20230407:0610,1309.5,65.52,12.54,3.18,1.38,0.0
20230407:0710,3987.9,167.86,22.26,5.03,1.03,0.0
20230407:0810,14038.5,561.32,31.39,7.21,0.76,0.0
20230407:0910,17151.3,693.79,39.31,8.45,1.1,0.0
20230407:1010,9454.5,381.11,45.16,9.34,1.31,0.0
20230407:1110,5053.8,212.23,47.94,10.33,1.38,0.0
20230407:1210,1998.3,94.63,47.0,11.06,1.31,0.0
20230407:1310,2302.8,106.58,42.57,11.12,1.52,0.0
20230407:1410,2619.0,118.52,35.56,10.43,1.66,0.0
20230407:1510,4384.8,185.57,26.95,9.94,2.14,0.0
20230407:1610,3314.7,146.35,17.46,9.24,2.14,0.0
20230407:1710,46.2,9.19,7.62,8.35,1.52,0.0
20230407:1810,0.0,0.0,0.0,7.53,1.24,0.0
20230407:1910,0.0,0.0,0.0,6.62,1.66,0.0
20230407:2010,0.0,0.0,0.0,5.76,1.66,0.0
20230407:2110,0.0,0.0,0.0,5.26,1.52,0.0
20230407:2210,0.0,0.0,0.0,4.91,1.45,0.0
20230407:2310,0.0,0.0,0.0,4.54,1.52,0.0
20230408:0010,0.0,0.0,0.0,4.4,1.38,0.0
20230408:0110,0.0,0.0,0.0,4.61,1.38,0.0
20230408:0210,0.0,0.0,0.0,4.73,1.24,0.0
20230408:0310,0.0,0.0,0.0,4.56,1.17,0.0
20230408:0410,0.0,0.0,0.0,4.35,1.1,0.0
20230408:0510,51.9,9.47,3.0,4.5,1.38,0.0
20230408:0610,2673.6,125.79,12.87,4.69,1.79,0.0
20230408:0710,3419.4,146.65,22.6,6.01,1.93,0.0
20230408:0810,6000.9,243.81,31.74,7.14,2.21,0.0
20230408:0910,11640.0,460.4,39.68,8.33,2.48,0.0
20230408:1010,14496.9,576.04,45.54,9.17,2.69,0.0
20230408:1110,3237.6,141.49,48.32,9.52,2.97,0.0
20230408:1210,4356.0,183.75,47.35,9.5,3.59,0.0
20230408:1310,3393.3,147.0,42.88,9.06,3.59,0.0
20230408:1410,3742.2,159.86,35.84,8.49,3.45,0.0
20230408:1510,5372.4,220.52,27.2,7.79,2.9,0.0
20230408:1610,2228.4,102.28,17.7,7.45,2.83,0.0
20230408:1710,524.4,33.72,7.85,7.07,2.62,0.0
20230408:1810,0.0,0.0,0.0,6.7,2.21,0.0
20230408:1910,0.0,0.0,0.0,6.57,1.45,0.0
20230408:2010,0.0,0.0,0.0,5.95,1.31,0.0
20230408:2110,0.0,0.0,0.0,4.92,1.24,0.0
20230408:2210,0.0,0.0,0.0,4.15,1.17,0.0
20230408:2310,0.0,0.0,0.0,3.64,1.1,0.0
20230409:0010,0.0,0.0,0.0,3.28,1.03,0.0
20230409:0110,0.0,0.0,0.0,3.65,0.76,0.0
20230409:0210,0.0,0.0,0.0,3.35,0.69,0.0
20230409:0310,0.0,0.0,0.0,2.09,0.9,0.0
20230409:0410,0.0,0.0,0.0,1.1,1.03,0.0
20230409:0510,0.0,4.31,3.33,0.47,1.17,0.0
20230409:0610,3479.1,164.06,13.2,1.98,0.76,0.0
20230409:0710,10640.4,426.52,22.93,5.73,1.72,0.0
20230409:0810,16304.7,642.2,32.09,6.63,2.28,0.0
20230409:0910,18752.7,747.97,40.04,8.12,2.48,0.0
20230409:1010,21288.0,858.65,45.92,9.2,2.97,0.0
20230409:1110,15494.4,620.0,48.7,10.42,2.9,0.0
20230409:1210,23575.2,972.41,47.71,10.62,2.62,0.0
20230409:1310,18507.6,749.96,43.2,11.11,2.48,0.0
20230409:1410,15434.7,620.26,36.12,11.22,2.34,0.0
20230409:1510,13029.6,525.84,27.45,11.08,2.0,0.0
20230409:1610,6730.2,292.54,17.93,10.95,1.72,0.0
20230409:1710,1035.3,71.62,8.08,10.45,1.52,0.0
20230409:1810,0.0,0.0,0.0,9.15,1.72,0.0
20230409:1910,0.0,0.0,0.0,7.7,2.14,0.0
20230409:2010,0.0,0.0,0.0,6.35,2.28,0.0
20230409:2110,0.0,0.0,0.0,5.4,2.34,0.0
20230409:2210,0.0,0.0,0.0,4.62,2.34,0.0
20230409:2310,0.0,0.0,0.0,3.88,2.28,0.0
20230410:0010,0.0,0.0,0.0,3.01,2.14,0.0
20230410:0110,0.0,0.0,0.0,2.07,2.0,0.0
20230410:0210,0.0,0.0,0.0,1.33,1.79,0.0
20230410:0310,0.0,0.0,0.0,0.73,1.72,0.0
20230410:0410,0.0,0.0,0.0,-0.07,1.93,0.0
20230410:0510,28.5,7.75,3.66,-0.13,2.14,0.0
20230410:0610,3150.6,144.5,13.52,1.72,1.93,0.0
20230410:0710,10665.0,427.42,23.26,6.02,1.86,0.0
20230410:0810,16392.3,648.74,32.43,8.49,2.76,0.0
20230410:0910,20824.2,840.72,40.4,10.48,3.03,0.0
20230410:1010,24024.9,992.65,46.3,12.29,3.17,0.0
20230410:1110,23982.3,999.25,49.07,13.7,3.24,0.0
20230410:1210,25124.4,1062.02,48.06,14.77,2.97,0.0
20230410:1310,13411.8,548.34,43.51,15.48,2.76,0.0
20230410:1410,10822.5,443.06,36.39,15.73,2.62,0.0
20230410:1510,8794.2,363.03,27.7,15.67,2.55,0.0
20230410:1610,3088.8,140.59,18.16,15.14,2.14,0.0
20230410:1710,1066.8,67.17,8.31,13.8,2.21,0.0
20230410:1810,0.0,0.0,0.0,12.28,2.48,0.0
20230410:1910,0.0,0.0,0.0,11.4,2.62,0.0
20230410:2010,0.0,0.0,0.0,10.67,2.76,0.0
20230410:2110,0.0,0.0,0.0,10.54,2.97,0.0
20230410:2210,0.0,0.0,0.0,10.79,3.1,0.0
20230410:2310,0.0,0.0,0.0,11.06,3.45,0.0
20230411:0010,0.0,0.0,0.0,11.49,4.07,0.0
20230411:0110,0.0,0.0,0.0,10.51,4.34,0.0
20230411:0210,0.0,0.0,0.0,9.71,4.28,0.0
20230411:0310,0.0,0.0,0.0,9.61,3.86,0.0
20230411:0410,0.0,0.0,0.0,9.19,3.86,0.0
20230411:0510,0.0,2.58,3.98,8.83,4.0,0.0
20230411:0610,556.2,34.91,13.84,8.31,4.34,0.0
20230411:0710,1823.1,86.36,23.59,7.71,3.1,0.0
20230411:0810,6538.2,263.69,32.77,8.11,4.0,0.0
20230411:0910,12915.3,505.81,40.76,9.11,4.83,0.0
20230411:1010,15965.1,629.06,46.67,10.2,4.97,0.0
20230411:1110,13861.2,547.43,49.45,10.82,5.24,0.0
20230411:1210,18022.5,715.75,48.4,11.2,4.97,0.0
20230411:1310,14898.0,589.24,43.82,11.19,4.83,0.0
20230411:1410,12264.9,484.77,36.66,10.96,4.62,0.0
20230411:1510,10788.6,429.47,27.94,10.91,4.41,0.0
20230411:1610,6123.9,262.94,18.39,10.48,3.86,0.0
20230411:1710,1059.6,62.13,8.54,9.91,2.83,0.0
20230411:1810,0.0,0.0,0.0,9.26,2.0,0.0
20230411:1910,0.0,0.0,0.0,8.5,1.17,0.0
20230411:2010,0.0,0.0,0.0,7.36,1.45,0.0
20230411:2110,0.0,0.0,0.0,6.48,1.66,0.0
20230411:2210,0.0,0.0,0.0,6.17,1.66,0.0
20230411:2310,0.0,0.0,0.0,6.11,1.79,0.0
20230412:0010,0.0,0.0,0.0,6.26,1.93,0.0
20230412:0110,0.0,0.0,0.0,6.39,2.14,0.0
20230412:0210,0.0,0.0,0.0,6.43,2.34,0.0
20230412:0310,0.0,0.0,0.0,6.38,2.34,0.0
20230412:0410,0.0,0.0,0.0,6.39,2.28,0.0
20230412:0510,15.3,6.89,4.3,6.49,2.55,0.0
20230412:0610,396.6,27.56,14.16,6.87,2.9,0.0
20230412:0710,1592.4,77.18,23.91,7.18,3.31,0.0
20230412:0810,3439.5,147.92,33.1,7.67,3.45,0.0
20230412:0910,2842.5,125.87,41.11,8.67,3.52,0.0
20230412:1010,10080.9,403.16,47.04,10.43,3.31,0.0
20230412:1110,13773.0,549.76,49.82,11.7,3.93,0.0
20230412:1210,7076.4,289.95,48.75,12.23,3.86,0.0
20230412:1310,5329.2,223.4,44.12,12.82,4.28,0.0
20230412:1410,3143.1,139.65,36.93,13.42,6.14,0.0
20230412:1510,4041.0,173.84,28.19,13.0,5.31,0.0
20230412:1610,3444.9,151.92,18.62,11.27,5.1,0.0
20230412:1710,491.1,32.16,8.76,9.46,3.79,0.0
20230412:1810,0.0,0.0,0.0,8.44,2.41,0.0
20230412:1910,0.0,0.0,0.0,8.32,2.41,0.0
20230412:2010,0.0,0.0,0.0,7.93,2.69,0.0
20230412:2110,0.0,0.0,0.0,7.58,3.24,0.0
20230412:2210,0.0,0.0,0.0,7.11,3.38,0.0
20230412:2310,0.0,0.0,0.0,6.51,2.9,0.0
20230413:0010,0.0,0.0,0.0,5.9,2.69,0.0
20230413:0110,0.0,0.0,0.0,5.12,2.83,0.0
20230413:0210,0.0,0.0,0.0,4.43,2.9,0.0
20230413:0310,0.0,0.0,0.0,3.98,3.1,0.0
20230413:0410,0.0,0.0,0.0,4.0,3.24,0.0
20230413:0510,65.4,10.33,4.62,4.07,3.17,0.0
20230413:0610,2805.9,127.86,14.48,4.52,3.1,0.0
20230413:0710,5380.8,219.16,24.23,5.85,4.28,0.0
20230413:0810,11378.4,441.24,33.44,6.63,4.97,0.0
20230413:0910,7933.8,315.62,41.46,7.64,4.14,0.0
20230413:1010,2967.6,130.46,47.41,8.37,3.52,0.0
20230413:1110,4094.4,173.64,50.18,9.04,3.17,0.0
20230413:1210,15399.9,613.73,49.09,9.61,2.9,0.0
20230413:1310,4268.4,180.99,44.43,9.74,2.55,0.0
20230413:1410,2368.8,108.41,37.2,9.76,2.28,0.0
20230413:1510,3903.3,167.0,28.43,9.52,2.21,0.0
20230413:1610,939.0,51.45,18.85,9.12,1.52,0.0
20230413:1710,828.9,47.57,8.99,8.02,1.38,0.0
20230413:1810,0.0,0.0,0.0,7.12,1.79,0.0
20230413:1910,0.0,0.0,0.0,6.34,0.9,0.0
20230413:2010,0.0,0.0,0.0,4.94,1.38,0.0
20230413:2110,0.0,0.0,0.0,3.93,1.45,0.0
20230413:2210,0.0,0.0,0.0,3.34,1.52,0.0
20230413:2310,0.0,0.0,0.0,2.95,1.66,0.0
20230414:0010,0.0,0.0,0.0,3.07,1.72,0.0
20230414:0110,0.0,0.0,0.0,2.94,1.79,0.0
20230414:0210,0.0,0.0,0.0,2.51,1.79,0.0
20230414:0310,0.0,0.0,0.0,1.83,1.72,0.0
